Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 149,"8. For high speed engines, the cam follower should move with",a) uniform velocity,b) simple harmonic motion,c) uniform acceleration and retardation,d) cyclodial motion,d,"Explanation: For high speed engines, the cam follower should move with cyclodial motion. For S.H.M. cam, the acceleration of the follower at the ends of the stroke and aimed stroke respectively, ismaximum and zero."
Question 150,1. The size of a cam depends upon,a) base circle,b) pitch circle,c) prime circle,d) pitch curve,a,"Explanation: Base circle is the smallest circle that can be drawn to the cam profile.Pitch circle is a circle drawn from the centre of the cam through the pitch points.Prime circle is the smallest circle that can be drawn from the centre of the cam andtangent to the pitch curve."
Question 151,2. The angle between the direction of the follower motion and a normal to the pitch curve is called,a) pitch angle,b) prime angle,c) base angle,d) pressure angle,d,"Explanation: It is the angle between the direction of the follower motion and a normal to the pitch curve. This angle is very important in designing a cam profile. If the pressure angle is too large, a reciprocating follower will jam in its bearings."
Question 152,"3. A circle drawn with centre as the cam centre and radius equal to the distance between the cam centre and the point on the pitch curve at which the pressure angle is maximum, is called",a) base circle,b) pitch circle,c) prime circle,d) none of the mentioned,b,"Explanation: Base circle is the smallest circle that can be drawn to the cam profile.Pitch circle is a circle drawn from the centre of the cam through the pitch points.Prime circle is the smallest circle that can be drawn from the centre of the cam andtangent to the pitch curve."
Question 153,4. The cam follower generally used in automobile engines is,a) knife edge follower,b) flat faced follower,c) spherical faced follower,d) roller follower,c,"Explanation: When the contacting end of the follower is of spherical shape, it is called a spherical faced follower. It may be noted that when a flat-faced follower is used in automobile engines, high surface stresses are produced. In order to minimise these stresses, the flat end of the follower is machined to a spherical shape."
Question 154,5. The cam follower extensively used in air-craft engines is,a) knife edge follower,b) flat faced follower,c) spherical faced follower,d) roller follower,d,"Explanation: When the contacting end of the follower is a roller, it is called a roller follower. Since the rolling motion takes place between the contacting surfaces (i.e. the roller and the cam), therefore the rate of wear is greatly reduced. In roller followers also the side thrust exists between the follower and the guide. The roller followers are extensively used where more space is available such as in stationary gas and oil engines and aircraft engines."
Question 155,"6. In a radial cam, the follower moves",a) in a direction perpendicular to the cam axis,b) in a direction parallel to the cam axis,c) in any direction irrespective of the cam axis,d) along the cam axis,a,"Explanation: In radial cams, the follower reciprocates or oscillates in a direction perpendicular to the cam axis."
Question 156,7. A radial follower is one,a) that reciprocates in the guides,b) that oscillates,c) in which the follower translates along an axis passing through the cam centre of rotation.,d) none of the mentioned,a,"Explanation: When the motion of the follower is along an axis passing through the centre of the cam, it is known as radial follower."
Question 157,8. Ofset is provided to a cam follower mechanism to,a) minimise the side thrust,b) accelerate,c) avoid jerk,d) none of the mentioned,a,"Explanation: When the motion of the follower is along an axis away from the axis of the cam centre, it is called off-set follower."
Question 158,"9. For low and moderate speed engines, the cam follower should move with",a) uniform velocity,b) simple harmonic motion,c) uniform acceleration and retardation,d) cycloidal motion,b,Explanation: None
Question 159,"10. For high speed engines, the cam follower should move with",a) uniform velocity,b) simple harmonic motion,c) uniform acceleration and retardation,d) cycloidal motion,d,"Explanation: Since with high speed engines, maximum acceleration is required and that is possible only through cycloidal motion."
Question 160,11. Which of the following displacement diagrams should be chosen for better dynamic performance of a cam-follower mechanism ?,a) simple hormonic motion,b) parabolic motion,c) cycloidal motion,d) none of the mentioned,c,"Explanation: Only cycloidal motion gives maximum acceletation. Hence, it is considered the most dynamic cam- follower mechanism."
Question 161,"12. The linear velocity of the reciprocating roller follower when it has contact with the straight flanks of the tangent cam, is given by",a) _(r1-r2)sin_,b) _(r1-r2)cos_,c) _r1+r2)sin_sec2_,d) _(r1+r2)cos_cosec2_,c,"Explanation: Velocity = _r1+r2)sin_sec2_where _ = Angular velocity of the cam shaft,r1 = Minimum radius of the cam,r2 = Radius of the roller, and_ = Angle turned by the cam from the beginning of the displacement for contact of roller with the straight flanks."
Question 162,"13. The displacement of a flat faced follower when it has contact with the flank of a circular arc cam, is given by",a) R(1-cos_),b) R(1-sin_),c) (R-r1)(1-cos_),d) (R-r1)(1-sin_),c,"Explanation: Displacement = (R-r1)(1-cos_)where R = Radius of the flank,r1 = Minimum radius of the cam, and_ = Angle turned by the cam for contact with the circular flank."
Question 163,"14. The retardation of a flat faced follower when it has contact at the apex of the nose of a circular arc cam, is given by",a) _2_OQ,b) _2_OQsin_,c) _2_OQcos_,d) _2_OQtan_,a,"Explanation: Retardation is maximum when ___ = 0 or _ = _ ,Maximum retardation = _2_OQwhere OQ = Distance between the centre of circular flank and centre of nose."
Question 164,1. Cam size depends upon,a) base circle,b) pitch circle,c) prime circle,d) outer circle,a,"Explanation: Cam size depends upon base circle. The pressure angle of a cam depends upon offset between centre lines of cam and follower,lift of follower and angle of ascent."
Question 165,2. Angle of ascent of cam is defined as the angle,a) during which the follower returns to its initial position,b) of rotation of the cam for a definite displacement of the follower,c) through which the cam rotates during the period in which the follower remains in highest position,"d) moved by the cam from the instant the follower begins to rise, till it reaches its highest position",d,"Explanation: Angle of ascent of cam is defined as the angle moved by the cam from the instant the follower begins to rise, till it reaches its highest position. Angle of action of cam is defined as the angle moved by the cam from beginning of ascent to the termination of descent."
Question 166,3. The pressure angle of a cam depends upon,a) offset between centre lines of cam and follower,b) lift of follower,c) angle of ascent,d) all of the mentioned,d,"Explanation: Cam size depends upon base circle. The pressure angle of a cam depends upon offset between centre lines of cam and follower,lift of follower and angle of ascent."
Question 167,4. Angle of action of cam is defined as the angle,a) of rotation of the cam for a definite displacement of the follower,b) through which the cam rotates during the period in which the follower remains in the highest position,"c) moved by the cam from the instant the follower begins to rise, till it reaches its highest position",d) moved by the cam from beginning of ascent to the termination of descent,d,"Explanation:  Angle of ascent of cam is defined as the angle moved by the cam from the instant the follower begins to rise, till it reaches its highest position. Angle of action of cam is defined as the angle moved by the cam from beginning of ascent to the termination of descent."
Question 168,5. Throw of a cam is the maximum distance of the follower from,a) base circle,b) pitch circle,c) root circle,d) prime circle,a,Explanation: Cam size depends upon base circle. Throw of a cam is the maximum distance of the follower from base circle.
Question 169,6. Cylindrical cams can be classified as,a) circular,b) tangent,c) reciprocating,d) none of the mentioned,d,"Explanation: A cylindrical cam or barrel cam is a cam in which the follower rides on the surface of a cylinder. In the most common type, the follower rides in a groove cut into the surface of a cylinder. These cams are principally used to convert rotational motion to linear motion parallel to the rotational axis of the cylinder. A cylinder may have several grooves cut into the surface and drive several followers."
Question 170,7. The cam follower generally used in aircraft engines is,a) knife edge follower,b) flat faced follower,c) spherical faced follower,d) roller follower,d,Explanation: The roller followers are extensively used where more space is available such as in stationary gas and oil engines and aircraft engines.
Question 171,"8. For S.H.M. cam, the acceleration of the follower at the ends of the stroke and aimed stroke respectively, is",a) maximum and zero,b) zero and maximum,c) minimum and maximum,d) zero and minimum,a,"Explanation: For high speed engines, the cam follower should move with cyclodial motion. For S.H.M. cam, the acceleration of the follower at the ends of the stroke and aimed stroke respectively, ismaximum and zero."
Question 172,9. Cam angle is defined as the angle,a) during which the follower returns to its initial position,b) of rotation of the cam for a definite displacement of the follower,"c) through which, the cam rotates during the period in which the follower remains in the highest position","d) moved by the cam from the instant the follower begins to rise, till it reaches its highest position",b,"Explanation: Cam angle is defined as the angle of rotation of the cam for a definite displacement of the follower.  Angle of ascent of cam is defined as the angle moved by the cam from the instant the follower begins to rise, till it reaches its highest position. Angle of action of cam is defined as the angle moved by the cam from beginning of ascent to the termination of descent."
Question 173,1. Which of the following statements are associated with complete dynamic balancing of rotating systems?,1. Resultant couple due to all inertia forces is zero.,2. Support reactions due to forces are zero but not due to couples.,3. The system is automatically statically balanced.,4. Centre of masses of the system lies on the axis of rotation.,d,Explanation: Support reactions due to forces & couple both need to be zero.
Question 174,2. Which of the following statements is correct about the balancing of a mechanical system?,"a) If it is under static balance, then there will be dynamic balance also","b) If it is under dynamic balance, then there will be static balance also",c) Both static as well as dynamic balance have to be achieved separately,d) None of the mentioned,c,Explanation: Complete balancing means both static & dynamic should be balanced.
Question 175,3. The magnitude of swaying couple due to partial balance of the primary unbalancing force in locomotive is,a) inversely proportional to the reciprocating mass,b) directly proportional to the square of the distance between the centre lines of the two cylinders,c) inversely proportional to the distance between the centerlines of the two cylinders,d) directly proportional to the distance between the centerlines of the two cylinders,d,"Explanation: Torque about ÒCÓSwaying couple a b"
Question 176,"4. In a locomotive, the ratio of the connecting rod length to the crank radius is kept very large in order to",a) minimize the effect of primary forces,b) minimize the effect of secondary forces,c) have perfect balancing,d) start the locomotive conveniently,b,"Explanation: As l increases FS decreasesHence the ratio is kept large to avoid secondary forces for each balancing."
Question 177,"5. In balancing of single-cylinder engine, the rotating unbalance is",a) completely made zero and so also the reciprocating unbalance,b) completely made zero and the reciprocating unbalance is partially reduced,c) partially reduced and the reciprocating unbalance is completely made zero,d) partially reduced and so also the reciprocating unbalance,b,"Explanation: In balancing of single-cylinder engine, the rotating unbalance is completely made zero and the reciprocating unbalance is partially reduced."
Question 178,7. Multi-cylinder engines are desirable because,a) only balancing problems are reduced,b) only flywheel size is reduced,c) both (a) and (b),d) none of the mentioned,c,Explanation: None
Question 179,"8. When the primary direct crank of a reciprocating engine makes an angle _ with the line of stroke, then the secondary direct crank will make an angle of . . . . . with the line of stroke.",a) _ /2,b) _,c) 2 _,d) 4 _,c,Explanation: The secondary direct crank angle is always twice of primary direct crank angle.
Question 180,9. Secondary forces in reciprocating mass on engine frame are,a) of same frequency as of primary forces,b) twice the frequency as of primary forces,c) four times the frequency as of primary forces,d) none of the mentioned,b,Explanation: None
Question 181,10. The secondary unbalanced force produced by the reciprocating parts of a certain cylinder of a given engine with crank radius r and connecting rod length l can be considered as equal to primary unbalanced force produced by the same weight having,a) an equivalent crank radius r2/4l and rotating at twice the speed of the engine,b) r2/4l as equivalent crank radius and rotating at engine speed,c) equivalent crank length of r2/4l and rotating at engine speed,d) none of the mentioned,a,"Explanation: We know that secondary force = primary force              FS = FP Therefore, to balance the force the primary force should contain an equivalent crank radius r2/4l and rotating at twice the speed of the engine."
Question 182,11. Which of the following statement is correct?,"a) In any engine, 100% of the reciprocating masses can be balanced dynamically","b) In the case of balancing of multicylinder engine, the value of secondary force is higher than the value of the primary force","c) In the case of balancing of multimass rotating systems, dynamic balancing can be directly started without static balancing done to the system",d) none of the mentioned,c,Explanation: None
Question 183,1. The primary unbalanced force is maximum when the angle of inclination of the crank with the line of stroke is,a) 0¡,b) 90¡,c) 180¡,d) 360¡,c,"Explanation: The primary unbalanced force is maximum, when _ = 0¡ or 180¡. Thus, the primary force is maximum twice in one revolution of the crank. The maximum primary unbalanced force is given by                FP(max) = m__2_r"
Question 184,2. The partial balancing means,a) balancing partially the revolving masses,b) balancing partially the reciprocating masses,c) best balancing of engines,d) all of the mentioned,b,Explanation: To balance the reciprocating masses partially is known as partial balancing.
Question 185,"3. In order to facilitate the starting of locomotive in any position, the cranks of a locomotive, with two cylinders, are placed at ______________ to each other.",a) 45¡,b) 90¡,c) 120¡,d) 180¡,b,"Explanation: Due to the partial balancing of the reciprocating parts, there is an unbalanced primary force along the line of stroke and also an unbalanced primary force perpendicular to the line of stroke."
Question 186,"4. In a locomotive, the ratio of the connecting rod length to the crank radius is kept very large in order to",a) minimise the effect of primary forces,b) minimise the effect of secondary forces,c) have perfect balancing,d) start the locomotive quickly,b,"Explanation: The secondary unbalanced force is maximum, when _ = 0¡, 90¡,180¡ and 360¡. Thus, the secondary force is maximum four times in one revolution of the crank. Keeping large distance between connecting rod and crank, minimises the effect of secondary forces."
Question 187,"5. If c be the fraction of the reciprocating parts of mass m to be balanced per cyclinder of a steam locomotive with crank radius r, angular speed _, distance between centre lines of two cylinders a, then the magnitude of the maximum swaying couple is given by",a) 1 Ð c / 2 mr_2a,b) 1 Ð c / Ã2mr_2a,c) Ã2(1 Ð c)mr_2a,d) none of the mentioned,b,"Explanation: The swaying couple is maximum or minimum when (cos_+sin_) is maximum or minimum. For (cos_+sin_) to be maximum or minimum                 _ tan_ =1 or _ = 45¡ or 225¡Maximum value of the swaying couple = 1 Ð c / Ã2mr_2a "
Question 188,6. The swaying couple is maximum or minimum when the angle of inclination of the crank to the line of stroke ( _ ) is equal to,a) 45¡ and 135¡,b) 90¡ and 135¡,c) 135¡ and 225¡,d) 45¡ and 225¡,d,"Explanation: The swaying couple is maximum or minimum when (cos_+sin_) is maximum or minimum. For (cos_+sin_) to be maximum or minimum                 _ tan_ =1 or _ = 45¡ or 225¡"
Question 189,7. The tractive force is maximum or minimum when the angle of inclination of the crank to the line of stroke ( _ ) is equal to,a) 90¡ and 225¡,b) 135¡ and 180¡,c) 180¡ and 225¡,d) 135¡ and 315¡,d,"Explanation: The tractive force is maximum or minimum when (cos _ Ð sin _ ) is maximum or minimum. For (cos _ Ð sin _ ) to be maximum or minimum,_ tan_ = _1 or _ =135¡ or 315¡"
Question 190,8. The swaying couple is due to the,a) primary unbalanced force,b) secondary unbalanced force,c) two cylinders of locomotive,d) partial balancing,a,"Explanation: The unbalanced forces along the line of stroke for the two cylinders constitute a couple. This couple has swaying effect about a vertical axis, and tends to sway the engine alternately in clockwise and anticlockwise directions. Hence the couple is known as swaying couple."
Question 191,"9. In a locomotive, the maximum magnitude of the unbalanced force along the perpendicular to the line of stroke, is known as",a) tractive force,b) swaying couple,c) hammer blow,d) none of the mentioned,c,Explanation: The maximum magnitude of the unbalanced force along the perpendicular to the line of stroke is known as hammer blow. The effect of hammer blow is to cause the variation in pressure between the wheel and the rail.
Question 192,10. The effect of hammer blow in a locomotive can be reduced by,a) decreasing the speed,b) using two or three pairs of wheels coupled together,c) balancing whole of the reciprocating parts,d) both (a) and (b),d,Explanation: None 
Question 193,"1. When there is a reduction in amplitude over every cycle of vibration, then the body is said to have",a) free vibration,b) forced vibration,c) damped vibration,d) none of the mentioned,c,"Explanation: When no external force acts on the body, after giving it an initial displacement, then the body is said to be under free or natural vibrations. The frequency of the free vibrations is called free or natural frequency.When there is a reduction in amplitude over every cycle of vibration, the motion is said to be damped vibration."
Question 194,2. Longitudinal vibrations are said to occur when the particles of a body moves,a) perpendicular to its axis,b) parallel to its axis,c) in a circle about its axis,d) none of the mentioned,b,"Explanation: When the particles of the shaft or disc moves parallel to the axis of the shaft, then the vibrations are known as longitudinal vibrations.When the particles of the shaft or disc move approximately perpendicular to the axis of the shaft, then the vibrations are known as transverse vibrations."
Question 195,"3. When a body is subjected to transverse vibrations, the stress induced in a body will be",a) shear stress,b) tensile stress,c) compressive stress,d) none of the mentioned,b,"Explanation: In transverse vibrations,the shaft is straight and bent alternately and bending stresses are induced in the shaft."
Question 196,4. The natural frequency (in Hz) of free longitudinal vibrations is equal to,a) 1/2¹Ãs/m,b) 1/2¹Ãg/_,c) 0.4985/_,d) all of the mentioned,d,"Explanation: Natural Frequency, fn = 0.4985/_where m = Mass of the body in kg,s = Stiffness of the body in N/m, and_ = Static deflection of the body in metres."
Question 197,5. The factor which affects the critical speed of a shaft is,a) diameter of the disc,b) span of the shaft,c) eccentricity,d) all of the mentioned,d,"Explanation: To determine the critical speed of a shaft which may be subjected to point loads, uniformly distributed load or combination of both, we find the frequency of transverse vibration which is equal to critical speed of a shaft in r.p.s. The DunkerleyÕs method may be used for calculating the frequency."
Question 198,6. The equation of motion for a vibrating system with viscous damping is,          d2x/dt2 + c/m X dx/dt + s/m X x = 0,"If the roots of this equation are real, then the system will be",a) over damped,b) under damped,a,"Explanation: When the roots are real, overdamping takes place.             When the roots are complex conjugate underdamping takes place."
Question 199,"7. In under damped vibrating system, if x1 and x2 are the successive values of the amplitude on the same side of the mean position, then the logarithmic decrement is equal to",a) x1/x2,b) log (x1/x2),c) loge (x1/x2),d) log (x1.x2),b,Explanation: None
Question 200,"8. The ratio of the maximum displacement of the forced vibration to the deflection due to the static force, is known as",a) damping factor,b) damping coefficient,c) logarithmic decrement,d) magnification factor,d,"Explanation: Magnificiant Factor is the ratio of maximum displacement of the forced vibration (xmax) to the deflection due to the static force F(xo).             Damping Factor is the ratio of amping coefficient for the actual system, and damping coefficient for the critical damped system."
Question 201,"9. In vibration isolation system, if _/_n is less than Ã2 , then for all values of the damping factor, the transmissibility will be",a) less than unity,b) equal to unity,c) greater than unity,d) zero,c,"Explanation: The value of _/_n must be greater than Ã2 if _ is to be less than 1 and it is the numerical value of _ , independent of any phase difference between the forces that may exist which is important."
Question 202,"10. In vibration isolation system, if _/_n > 1, then the phase difference between the transmitted force and the disturbing force is",a) 0¡,b) 90¡,c) 180¡,d) 270¡,c,Explanation: There is a phase difference of 180¡ between the transmitted force and the disturbing force.
Question 203,"1. In vibration isolation system, if _/_n, then the phase difference between the transmitted force and the disturbing force is",a) 0¡,b) 90¡,c) 180¡,d) 270¡,c,"Explanation: In Vibration-isolation system, If the phase difference between transmitted force and the disturbing force is 180¡C, then _/_n = 1."
Question 204,"2. When a body is subjected to transverse vibrations, the stress induced in a body will be",a) shear stress,b) bending stress,c) tensile stress,d) compressive stress,b,Explanation: The critical speed of a shaft with a disc supported in between is equal to the natural frequency of the system in transverse vibrations and the stress induced is bending stress.
Question 205,3. The critical speed of a shaft with a disc supported in between is equal to the natural frequency of the system in,a) transverse vibrations,b) torsional vibrations,c) longitudinal vibrations,d) none of the mentioned,a,Explanation: The critical speed of a shaft with a disc supported in between is equal to the natural frequency of the system in transverse vibrations and the stress induced is bending stress.
Question 206,"4. In steady state forced vibrations, the amplitude of vibrations at resonance is _____________ damping coefficient.",a) equal to,b) directly proportional to,c) inversely proportional to,d) independent of,c,"Explanation: Forced vibration is when a time-varying disturbance (load, displacement or velocity) is applied to a mechanical system. The disturbance can be a periodic and steady-state input, a transient input, or a random input. The periodic input can be a harmonic or a non-harmonic disturbance. "
Question 207,"5. When there is a reduction in amplitude over every cycle of vibration, then the body is said to have",a) free vibration,b) forced vibration,c) damped vibration,d) under damped vibration,c,"Explanation:  The vibrations of a body whose amplitude goes on reducing over every cycle of vibrations are known as damped vibrations. This is due to the fact that a certain amount of energy possessed by the vibrating body is always dissipated in overcoming frictional resistance to the motion.In these vibrations, the amplitude of the vibrations decreases exponentially due to damping forces like frictional force, viscous force,  hysteresis etc."
Question 208,"6. In vibration isolation system, if _/_n < 2, then for all values of damping factor, the transmissibility will be",a) less than unity,b) equal to unity,c) greater than unity,d) zero,c,"Explanation: For underdamped systems the maximum amplitude of excitation has a definite value and it occurs at a frequency _/_n1.  For damping factor, the transmissibility will be greater than unity."
Question 209,7. The accelerometer is used as a transducer to measure earthquake in Richter scale. Its design is based on the principle that,a) its natural frequency is very low in comparison to the frequency of vibration,b) its natural frequency is very high in comparison to the frequency of vibration,c) its natural frequency is equal to the frequency of vibration,d) measurement of vibratory motion is without any reference point,c,Explanation: Natural frequency need to be equal to frequency of vibration so that resonance exists and it should show the indication of earthquake.
Question 210,"8. While calculating the natural frequency of a spring-mass system, the effect of the mass of the spring is accounted for by adding X times its value to the mass, where X is",a) 1/2,b) 1/3,c) 1/4,d) 3/4,b,"Explanation: Velocity at a distance ÒyÓ from fixed End = Velocity at free end /length of spring x yÆk = 1/2 x M/3 x v2."
Question 211,9. Critical speed is expressed as,a) rotation of shaft in degrees,b) rotation of shaft in radians,c) rotation of shaft in minutes,d) natural frequency of the shaft,d,Explanation: Critical speed is expressed as natural frequency of the shaft.
Question 212,10. The first critical speed of an automobile running on a sinusoidal road is calculated by (modeling it as a single degree of freedom system),a) Resonance,b) Approximation,c) Superposition,d) Rayleigh quotient,a,Explanation: Frequency of automobile and road are same.
Question 213,11. The natural frequency of a spring-mass system on earth is _n. The natural frequency of this system on the moon (gmoon = gearth/6) is,a) _n,b) 0.408_n,c) 0.204_n,d) 0.167_n,a,"Explanation: We know natural frequency of a spring mass system is,_n = Ãk/m                       ÉÉÉ..(i)This equation (i) does not depend on the g and weight (W = mg)So, the natural frequency of a spring mass system is unchanged on the moon.Hence, it will remain _n , i.e. _moon = _n."
Question 214,"12. A vehicle suspension system consists of a spring and a damper. The stiffness of the spring is 3.6 kN/m and the damping constant of the damper is 400 Ns/m. If the mass is 50 kg, then the damping factor (d ) and damped natural frequency (fn), respectively, are",a) 0.471 and 1.19 Hz,b) 0.471 and 7.48 Hz,c) 0.666 and 1.35 Hz,d) 0.666 and 8.50 Hz,a,"Explanation: Given k = 3.6 kN/m, c = 400 Ns/m, m = 50 kgWe know that, Natural Frequency_n = Ãk/m = 8.485 rad/ secAnd damping factor is given by,d = c/cc = c/2Ãkm = 0.471Damping Natural frequency,_d = Ã1 Ð d2 _n2_fd = Ã1 Ð d2 _nfd = 1.19 Hz."
Question 215,"13. For an under damped harmonic oscillator, resonance",a) occurs when excitation frequency is greater than undamped natural frequency,b) occurs when excitation frequency is less than undamped natural frequency,c) occurs when excitation frequency is equal to undamped natural frequency,d) never occurs,c,"Explanation: For an under damped harmonic oscillator resonance occurs when excitationfrequency is equal to the undamped natural frequency_d = _n."
Question 216,"1. In a CAD package, mirror image of a 2D point P (5, 10) is to be obtained about a line which passes through the origin and makes an angle of 45¡ counterclockwise with the X-axis. The coordinates of the transformed point will be","a) (7.5, 5)","b) (10, 5)","c) (7.5, -5)","d) (10, -5)",b,"Explanation: Coordinates of D in x-axis is (10,0) and in y-axis is (0,5)So coordinates are (10,5)"
Question 217,"2. In a CNC program block, N002 G02 G91 X40 Z40É, G02 AND G91 refer to",a) Circular interpolation in counterclockwise direction and incremental dimension,b) Circular interpolation in counterclockwise direction and absolute dimension,c) Circular interpolation in clockwise direction and incremental dimension,d) Circular interpolation in clockwise direction and absolute dimension,c,"Explanation: G02 Ð Circular interpolation in clockwise directionG91 Ð incremental dimension"
Question 218,3. For generating Coons patch we require,a) A set of grid points on surface,b) A set of control points,c) Four bounding curves defining surface,d) Two bounding curves and a set of grid control points,c,"Explanation: Coons patch or surface is generated by the interpolation of 4 edge curves. A linear interpolation between four bounded curves is used to generate a Coons surface, also called as Coons patch. The method is credited to S. Coons who developed this concept for generating a surface. "
Question 219,4. NC contouring is an example of,a) Continuous path positioning,b) Point-to-point positioning,c) Absolute positioning,d) Incremental positioning,a,Explanation: Contouring is the most complex flexible and the most expensive type of machine tool control. It is capable of performing both PTP and straight cut operations. In addition to the distinguishing feature of the contouring NC system is their capacity for simultaneous control of more than one axis movement of machine tool illustrates the versatility of continuous path NC. Milling and Turning are the common examples of the use of conturing control.
Question 220,"5. The tool of an NC machine has to move along a circular arc from (5, 5) to (10, 10) while performing an operation. The center of the arc is at (10, 5). Which one of the following NC tool path commands performs the above mentioned operation?",a) N010 G02 X10 Y10 X5 Y5 R5,b) N010 G03 X10 Y10 X5 Y5 R5,c) N010 G01 X5 Y5 X10 Y10 R5,d) N010 G02 X5 Y5 X10 Y10 R5,d,"Explanation: Tool-Radius Compensation Left hand G41 Right hand G42 Cancel tool-radius compensation G40 Tool-Height Compensation Positive G43 Negative G44 Cancel tool-height compensation G49	advertisement	    freestar.queue.push(function () { googletag.display('SanFoundry_300x250_320x50_320x100_inlist2'); });	Tool-radius compensations make it possible to program directly from the drawing, and thus eliminate the tool-offset calculationG41 (G42) DxxDxx: the radius of tool to compensate is saved in a memory unit that is named DxxG41/G42 is directly related with direction of tool movement and which side of part is cut. "
Question 221,6. During the execution of a CNC part program block NO20 GO2 X45.0 Y25.0 R5.0 the type of tool motion will be,a) Circular Interpolation Ð clockwise,b) Circular Interpolation Ð counterclockwise,c) Linear Interpolation,d) Rapid feed,a,"Explanation: G02 Ð Circular interpolation in clockwise directionG91 Ð incremental dimension"
Question 222,"7. In a 2-D CAD package, clockwise circular arc of radius, 5, specified from P1 (15,10) to P2 (10,15)will have its center at","a) (10, 10)","b) (15, 10)","c) (15, 15)","d) (10, 15)",a,"Explanation: Coordinates of P in x-axis is (15,10) and in y-axis is (10,55)So coordinates are (10,10)"
Question 223,"8. In an NC machining operation, the tool has to be moved from point (5,4) to point (7,2) along a circular path with center at (5,2). Before starting the operation, the tool is at (5, 4). The correct G and M code for this motion is",a) N010 G03 X7.0 Y2.0 I5.0 J2.0,b) N010 G02 X7.0 Y2.0 I5.0 J2.0,c) N010 G01 X7.0 Y2.0 I5.0 J2.0,d) N010 G00 X7.0 Y2.0 I5.0 J2.0,b,"Explanation: G02 Ð Circular interpolation in clockwise directionG91 Ð incremental dimension"
Question 224,"9. In computer aided drafting practice, an arc is defined by",a) Two end points only,b) Center and radius,c) Radius and one end point,d) Two end points and center,d,Explanation: Two end points and center defines an arc.
Question 225,"10. In finish machining of an island on a casting with CNC milling machine, an end mill with 10 mm diameter is employed. The corner points of the island are represented by (0, 0), (0, 30), (50, 30) and (50, 0). By applying cutter radius right compensation, the trajectory of the cutter will be","a) (-5, 0), (-5, 35), (55, 35), (55,-5), (-5,-5)","b) (0,-5), (55,-5), (55, 35), (-5, 35), (-5,-5)","c) (5, 5), (5, 25), (45, 25), (45, 5), (5, 5)","d) (5, 5), (45, 5), (45, 25), (5, 25), (5, 5)",a,Explanation: Radius of trajectory = 5cm
Question 226,"1. With reference to NC machines, which of the following statements is wrong",a) Both closed-loop and open-loop control systems are used,"b) Paper tapes, floppy tapes and cassettes are used for data storage",c) Digitizers may be used as interactive input devices,d) Post processor is an item of hardware,c,Explanation: None.
Question 227,2. In a point-to-point type of NC system,a) Control of position and velocity of the tool is essential,b) Control of only position of the tool is sufficient,c) Control of only velocity of the tool is sufficient,d) Neither position nor velocity need to be controlled,b,"Explanation: Point to point is also sometimes called a positioning system. In PTP the objective of the machine tool control system is to move the cutting tool to predefined location.  The speeder path by which this movement is accomplished is not important in point to point NC.  Once the tool reaches the desired location, the machining operation is performed at that position.  "
Question 228,4. The heart of a computer is:,a) CPU,b) ALU,c) Monitor,d) Keyboard,a,"Explanation: Keyboard is input device, monitor is output device."
Question 229,5. The widely employed computer architecture for CAD/CAM applications is:,a) Mainframe-based system,b) Minicomputer-based system,c) Microcomputer-based system,d) Workstation-based system,d,Explanation: Workstation based system is widely used for CAD/cAM architecture.
Question 230,6. Keyboard is a ___________ input device.,a) Graphical,b) Text,c) Numericals,d) All of the mentioned,d,Explanation: None
Question 231,7. Locating devices are classified as:,a) Text input devices,b) Graphics input devices,c) Both a and b,d) None of the mentioned,b,Explanation: None.
Question 232,8. Mouse is a __________ type of input device.,a) Text,b) Graphics,c) Locating,d) All of the mentioned,c,Explanation: Through mouse we locate the required data or information.
Question 233,9. Light pen is a:,a) Writing device,b) Drawing device,c) Locating device,d) Lighting device,b,Explanation: Light pen is used to draw on screen.
Question 234,10. Digitizer is constructed on the basis of:,a) Magnetic tablet mechanism,b) Acoustic tablet mechanism,c) Optical tablet mechanism,d) both (a) and (b),c,"Explanation: The Digitizer is a completely separate component than the LCD, although the LCD and Digitizer are usually fused together during manufacturing with an optical adhesive."
Question 235,1. Thumbwheels are usually mounted on:,a) Keyboard,b) Monitor,c) CPU,d) Mouse,b,Explanation: None
Question 236,"2. The screen is scanned from left to right, top to bottom all the time to generate graphics by:",a) Raster scans,b) Random scan,c) Vector scan,d) Stoke writing,a,"Explanation: In a raster- scan system, the electron beam is swept across the screen, one row at a time from top to bottom. As the electron beam moves across each row, the beam intensity is turned on and off to create a pattern of illuminated spots."
Question 237,"3. Color raster display uses three electron guns, namely:","a) Red, green and blue","b) Red, green and yellow","c) White, blue and black","d) Red, black and white",a,"Explanation: Usual color image (e.g. aerial photo) is a raster consisting of red, blue and green band. Single band layers typically represent either continuous variables."
Question 238,"4. The software that is used for file manipulations, managing directories and subdirectories, programming and accounts setups is known as:",a) Graphics software,b) Operating system,c) Application software,d) Programming language,c,"Explanation: Application software can be divided into two general classes: systems software and applications software. Applications software (also called end-user programs) include such things as database programs, word processors, Web browsers and spreadsheets."
